"Record Date","System Name","Organization","Product","Model","Drawer","FRU","A(N1CP2)","B(N0CP1)","C(N0CP2)","D(N0SC)","E(N1CP1)"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC1","mdc2","32.12","32.87","32.62","38.75","32.31"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC2","mdc1","34.37","34.06","33.81","44.06","33.87"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC2","mdc2","33.00","32.81","32.56","43.81","32.62"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC3","mdc1","31.68","33.18","31.62","37.31","32.00"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC3","mdc2","30.50","31.75","30.43","37.43","31.06"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC4","mdc1","32.00","33.50","32.06","36.75","31.56"
"2019-11-25 16:05:01 EST","t86","BRINGUP","zThemis","zHE","CPC4","mdc2","30.68","31.75","30.75","36.56","30.37"
"2019-11-25 16:04:55 EST","t85","BRINGUP","zThemis","zHE","CPC0","mdc1","33.25","33.37","33.18","43.25","33.50"
"2019-11-25 16:04:55 EST","t85","BRINGUP","zThemis","zHE","CPC0","mdc2","32.06","32.00","31.93","43.06","32.43"
"2019-11-25 16:04:55 EST","t85","BRINGUP","zThemis","zHE","CPC1","mdc1","33.62","33.18","32.25","39.18","33.25"
"2019-11-25 16:04:55 EST","t85","BRINGUP","zThemis","zHE","CPC1","mdc2","32.31","31.87","31.18","39.06","32.18"
"2019-11-25 16:04:55 EST","t85","BRINGUP","zThemis","zHE","CPC2","mdc1","32.93","34.00","32.56","39.31","34.93"
"2019-11-25 16:04:55 EST","t85","BRINGUP","zThemis","zHE","CPC2","mdc2","31.75","32.75","31.31","39.12","33.81"
"2019-11-25 16:04:51 EST","t84","BRINGUP","zThemis","zHE","CPC0","mdc1","31.31","31.81","32.25","38.43","32.62"
"2019-11-25 16:04:51 EST","t84","BRINGUP","zThemis","zHE","CPC0","mdc2","30.06","30.56","30.81","38.12","31.31"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC0","mdc1","33.50","33.31","32.81","41.75","33.75"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC0","mdc2","32.25","32.06","31.75","41.62","32.37"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC1","mdc1","34.37","33.68","33.75","43.37","34.37"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC1","mdc2","33.06","32.25","32.25","43.50","33.18"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC2","mdc1","34.87","34.06","33.68","50.43","33.75"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC2","mdc2","33.81","32.87","32.50","50.37","32.68"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC3","mdc1","33.93","34.12","34.31","42.81","34.18"
"2019-11-25 16:04:41 EST","t73","BRINGUP","zThemis","zHE","CPC3","mdc2","32.81","32.93","33.18","42.37","32.68"
"2019-11-25 16:04:41 EST","t72","EST","zThemis","zHE","CPC0","mdc1","36.75","37.87","37.56","42.93","38.00"
"2019-11-25 16:04:41 EST","t72","EST","zThemis","zHE","CPC0","mdc2","35.62","36.43","36.31","42.87","37.00"
"2019-11-25 16:04:41 EST","t72","EST","zThemis","zHE","CPC1","mdc1","37.31","36.68","37.75","44.12","37.43"
"2019-11-25 16:04:41 EST","t72","EST","zThemis","zHE","CPC1","mdc2","36.06","35.56","36.56","43.87","36.18"
"2019-11-25 16:04:30 EST","t68","BRINGUP","zThemis","zHE","CPC0","mdc1","29.87","29.68","28.75","36.68","29.18"
"2019-11-25 16:04:30 EST","t68","BRINGUP","zThemis","zHE","CPC0","mdc2","28.62","28.43","27.68","36.43","27.93"
"2019-11-25 16:04:30 EST","t68","BRINGUP","zThemis","zHE","CPC1","mdc1","28.68","29.00","29.87","36.87","30.56"
"2019-11-25 16:04:30 EST","t68","BRINGUP","zThemis","zHE","CPC1","mdc2","27.81","27.68","28.62","36.81","29.31"
"2019-11-25 16:04:10 EST","t60","BRINGUP","zThemis","zHE","CPC0","mdc1","21.18","21.18","21.18","21.00","21.37"
"2019-11-25 16:04:10 EST","t60","BRINGUP","zThemis","zHE","CPC0","mdc2","21.12","21.37","21.43","20.68","21.25"
"2019-11-25 16:04:10 EST","t60","BRINGUP","zThemis","zHE","CPC1","mdc1","21.50","21.50","21.56","20.93","21.37"
"2019-11-25 16:04:10 EST","t60","BRINGUP","zThemis","zHE","CPC1","mdc2","21.37","21.37","21.31","21.00","21.50"
"2019-11-25 16:04:10 EST","t60","BRINGUP","zThemis","zHE","CPC2","mdc1","21.93","21.68","21.68","21.68","21.87"
"2019-11-25 16:04:10 EST","t60","BRINGUP","zThemis","zHE","CPC2","mdc2","21.87","21.75","21.62","21.62","21.87"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC0","mdc1","40.56","40.87","43.06","47.37","39.06"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC0","mdc2","39.18","39.43","41.68","47.37","37.68"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC1","mdc1","40.81","42.81","40.18","49.75","42.50"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC1","mdc2","39.62","41.62","39.25","49.75","41.25"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC2","mdc1","39.93","40.00","39.81","51.93","43.43"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC2","mdc2","38.93","38.87","38.68","51.68","41.75"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC3","mdc1","39.93","37.93","40.31","51.81","38.87"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC3","mdc2","38.43","36.75","39.18","51.75","37.68"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC4","mdc1","39.75","38.25","38.62","48.50","41.06"
"2019-11-25 16:04:06 EST","t59","EST","zThemis","zHE","CPC4","mdc2","38.31","36.81","37.06","48.18","39.37"
"2019-11-25 16:04:03 EST","t58","BRINGUP","zThemis","zHE","CPC0","mdc1","50.62","49.68","49.68","40.37","49.31"
"2019-11-25 16:04:03 EST","t58","BRINGUP","zThemis","zHE","CPC0","mdc2","49.56","48.50","48.56","40.18","48.25"
"2019-11-25 16:04:03 EST","t58","BRINGUP","zThemis","zHE","CPC1","mdc1","48.93","49.56","50.06","39.12","49.12"
"2019-11-25 16:04:03 EST","t58","BRINGUP","zThemis","zHE","CPC1","mdc2","47.93","48.56","48.87","39.06","48.18"
"2019-11-25 16:04:03 EST","t58","BRINGUP","zThemis","zHE","CPC2","mdc1","51.06","51.62","50.81","40.37","49.56"
"2019-11-25 16:04:03 EST","t58","BRINGUP","zThemis","zHE","CPC2","mdc2","49.62","50.18","49.56","40.12","48.12"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC0","mdc1","34.12","34.12","34.56","39.62","34.18"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC0","mdc2","33.00","32.93","33.06","39.50","32.75"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC1","mdc1","35.87","33.68","33.75","42.87","33.68"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC1","mdc2","34.12","32.25","32.37","42.75","32.37"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC2","mdc1","33.62","35.75","33.93","42.75","32.93"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC2","mdc2","32.75","34.43","32.56","42.93","32.12"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC3","mdc1","28.62","29.12","29.50","36.50","28.50"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC3","mdc2","27.56","28.06","28.37","36.37","27.68"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC4","mdc1","30.06","29.06","29.87","37.68","31.75"
"2019-11-25 16:03:59 EST","t57","EST","zThemis","zHE","CPC4","mdc2","29.25","27.81","28.31","37.93","31.12"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC0","mdc1","31.87","31.62","30.75","36.12","30.06"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC0","mdc2","30.68","30.18","29.50","36.00","28.87"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC1","mdc1","30.06","30.50","30.31","35.93","31.00"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC1","mdc2","29.00","29.62","29.31","35.56","29.62"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC2","mdc1","31.00","30.62","31.12","41.37","30.50"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC2","mdc2","29.68","29.25","29.81","41.31","29.18"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC3","mdc1","28.06","28.50","28.81","39.43","28.81"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC3","mdc2","26.75","26.93","27.56","39.12","27.37"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC4","mdc1","29.93","30.37","30.50","44.18","30.81"
"2019-11-25 16:03:56 EST","t53","EST","zThemis","zHE","CPC4","mdc2","28.93","29.37","29.43","44.06","29.87"
"2019-11-25 16:03:49 EST","t51","BRINGUP","zThemis","zHE","CPC0","mdc1","30.37","30.18","30.81","37.00","29.93"
"2019-11-25 16:03:49 EST","t51","BRINGUP","zThemis","zHE","CPC0","mdc2","29.25","29.12","29.50","36.75","28.75"
"2019-11-25 16:03:25 EST","t41","BRINGUP","zThemis","zHE","CPC0","mdc1","33.62","33.06","34.56","37.93","33.87"
"2019-11-25 16:03:25 EST","t41","BRINGUP","zThemis","zHE","CPC0","mdc2","32.50","32.12","33.18","37.93","32.81"
"2019-11-25 16:03:25 EST","t41","BRINGUP","zThemis","zHE","CPC1","mdc1","32.68","33.93","33.87","36.87","33.25"
"2019-11-25 16:03:25 EST","t41","BRINGUP","zThemis","zHE","CPC1","mdc2","31.68","32.93","32.75","36.81","32.00"
"2019-11-25 16:03:14 EST","t35","BRINGUP","zThemis","zHE","CPC0","mdc1","36.12","36.25","35.93","44.18","35.62"
"2019-11-25 16:03:14 EST","t35","BRINGUP","zThemis","zHE","CPC0","mdc2","34.93","34.93","34.81","44.12","34.31"
"2019-11-25 16:03:14 EST","t35","BRINGUP","zThemis","zHE","CPC1","mdc1","35.18","35.25","35.12","46.25","35.56"
"2019-11-25 16:03:14 EST","t35","BRINGUP","zThemis","zHE","CPC1","mdc2","34.25","34.25","34.31","45.81","34.06"
"2019-11-25 16:03:14 EST","t35","BRINGUP","zThemis","zHE","CPC2","mdc1","39.68","36.43","35.50","45.93","37.00"
"2019-11-25 16:03:14 EST","t35","BRINGUP","zThemis","zHE","CPC2","mdc2","38.37","34.75","34.06","45.81","35.56"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC0","mdc1","22.68","22.81","23.00","23.06","22.25"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC0","mdc2","22.81","22.93","23.06","22.87","22.12"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC1","mdc1","24.93","25.06","25.37","24.93","24.87"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC1","mdc2","25.00","25.25","25.31","24.93","24.87"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC2","mdc1","25.43","25.37","25.56","25.31","25.62"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC2","mdc2","25.43","25.31","25.50","24.81","25.25"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC3","mdc1","21.87","21.93","21.68","21.68","21.87"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC3","mdc2","21.87","22.00","21.75","21.68","21.87"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC4","mdc1","23.56","23.81","23.75","23.56","23.62"
"2019-11-25 16:03:11 EST","t31w","BRINGUP","zThemis","zHE","CPC4","mdc2","23.81","24.12","23.87","23.62","23.75"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC0","mdc1","33.31","33.93","34.75","37.56","33.00"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC0","mdc2","32.12","32.87","33.56","37.56","31.93"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC1","mdc1","33.37","35.37","34.37","39.75","33.25"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC1","mdc2","32.18","34.12","33.25","39.62","32.18"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC2","mdc1","33.50","34.93","34.68","42.43","32.62"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC2","mdc2","32.37","33.87","33.43","42.56","31.68"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC3","mdc1","33.93","33.68","33.50","42.31","35.87"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC3","mdc2","33.06","32.75","32.81","42.68","35.12"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC4","mdc1","34.25","34.18","33.37","42.12","33.87"
"2019-11-25 16:03:11 EST","t33","BRINGUP","zThemis","zHE","CPC4","mdc2","32.75","33.00","31.93","41.87","32.68"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC0","mdc1","36.18","35.31","37.50","47.68","36.56"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC0","mdc2","34.75","33.87","36.00","47.68","35.00"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC1","mdc1","35.50","35.62","35.37","46.93","35.68"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC1","mdc2","34.00","34.43","34.18","46.68","34.31"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC2","mdc1","34.93","35.50","35.37","48.37","36.12"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC2","mdc2","33.93","34.37","34.25","48.18","34.81"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC3","mdc1","37.00","35.43","35.62","49.75","35.93"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC3","mdc2","35.81","34.31","34.62","49.50","34.75"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC4","mdc1","36.43","37.87","36.87","50.06","36.00"
"2019-11-25 16:03:07 EST","t309","BRINGUP","zThemis","zHE","CPC4","mdc2","35.25","36.43","35.75","50.62","35.37"
"2019-11-25 16:02:54 EST","t24","EST","zThemis","zHE","CPC0","mdc1","25.18","24.75","24.18","40.87","23.62"
"2019-11-25 16:02:54 EST","t24","EST","zThemis","zHE","CPC0","mdc2","24.12","23.68","23.25","40.75","22.75"
"2019-11-25 16:02:54 EST","t24","EST","zThemis","zHE","CPC1","mdc1","25.31","23.31","25.18","45.56","26.37"
"2019-11-25 16:02:54 EST","t24","EST","zThemis","zHE","CPC1","mdc2","24.37","22.50","24.06","45.68","25.31"
"2019-11-25 16:02:54 EST","t24","EST","zThemis","zHE","CPC2","mdc1","23.93","24.31","25.25","45.93","25.06"
"2019-11-25 16:02:54 EST","t24","EST","zThemis","zHE","CPC2","mdc2","23.00","23.25","23.93","45.81","23.81"
"2019-11-25 16:02:47 EST","T225","BRINGUP","zThemis","zHE","CPC0","mdc1","38.56","37.25","38.50","37.12","35.62"
"2019-11-25 16:02:47 EST","T225","BRINGUP","zThemis","zHE","CPC0","mdc2","37.93","36.43","37.56","37.00","35.25"
"2019-11-25 16:02:47 EST","T225","BRINGUP","zThemis","zHE","CPC1","mdc1","39.06","38.75","37.25","36.93","38.50"
"2019-11-25 16:02:47 EST","T225","BRINGUP","zThemis","zHE","CPC1","mdc2","38.68","38.25","36.87","36.81","37.87"
"2019-11-25 16:02:40 EST","t208","BRINGUP","zThemis","zHE","CPC0","mdc1","56.18","53.43","50.31","53.43","55.43"
"2019-11-25 16:02:40 EST","t208","BRINGUP","zThemis","zHE","CPC0","mdc2","55.56","53.12","49.87","53.31","54.81"
"2019-11-25 16:02:40 EST","t208","BRINGUP","zThemis","zHE","CPC1","mdc1","52.12","54.37","55.25","52.18","59.43"
"2019-11-25 16:02:40 EST","t208","BRINGUP","zThemis","zHE","CPC1","mdc2","51.62","53.75","54.62","51.81","58.43"
"2019-11-25 16:02:26 EST","t16","BRINGUP","zThemis","zHE","CPC0","mdc1","29.12","28.87","28.62","36.62","32.06"
"2019-11-25 16:02:26 EST","t16","BRINGUP","zThemis","zHE","CPC0","mdc2","28.00","27.75","27.43","36.31","30.43"
"2019-11-25 16:02:26 EST","t16","BRINGUP","zThemis","zHE","CPC1","mdc1","29.25","29.37","30.68","38.06","31.50"
"2019-11-25 16:02:26 EST","t16","BRINGUP","zThemis","zHE","CPC1","mdc2","28.00","28.06","29.37","37.81","29.87"
"2019-11-25 16:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC0","mdc1","59.81","60.56","58.87","60.25","58.75"
"2019-11-25 16:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC0","mdc2","58.12","59.00","57.31","60.12","56.81"
"2019-11-25 16:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC1","mdc1","57.87","57.87","59.37","60.31","57.87"
"2019-11-25 16:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC1","mdc2","56.50","56.50","57.56","60.25","56.62"
"2019-11-25 16:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC2","mdc1","59.75","59.43","59.06","61.43","59.31"
"2019-11-25 16:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC2","mdc2","58.12","57.87","57.43","61.31","57.68"
"2019-11-25 16:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC0","mdc1","35.43","34.25","33.87","39.68","35.06"
"2019-11-25 16:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC0","mdc2","33.93","32.81","32.68","39.50","33.75"
"2019-11-25 16:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC1","mdc1","36.68","33.68","33.62","39.18","33.62"
"2019-11-25 16:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC1","mdc2","35.56","32.25","32.43","38.81","32.43"
"2019-11-25 16:02:04 EST","T08","BRINGUP","zThemis","zHE","CPC0","mdc1","23.50","23.25","23.37","23.06","24.25"
"2019-11-25 16:02:04 EST","T08","BRINGUP","zThemis","zHE","CPC0","mdc2","23.25","23.00","23.12","22.75","23.81"
"2019-11-25 16:02:04 EST","T08","BRINGUP","zThemis","zHE","CPC1","mdc1","23.31","23.12","23.18","22.75","23.31"
"2019-11-25 16:02:04 EST","T08","BRINGUP","zThemis","zHE","CPC1","mdc2","23.31","23.18","23.25","22.93","23.56"
"2019-11-25 16:02:04 EST","T08","BRINGUP","zThemis","zHE","CPC2","mdc1","23.43","23.37","23.37","23.00","23.56"
"2019-11-25 16:02:04 EST","T08","BRINGUP","zThemis","zHE","CPC2","mdc2","23.43","23.43","23.50","22.93","23.56"
"2019-11-25 16:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC0","mdc1","32.37","32.68","32.25","39.06","33.18"
"2019-11-25 16:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC0","mdc2","31.00","31.50","31.06","38.93","31.62"
"2019-11-25 16:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC1","mdc1","31.56","31.81","32.18","38.06","32.37"
"2019-11-25 16:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC1","mdc2","30.31","30.75","30.81","37.87","31.18"
"2019-11-25 16:02:04 EST","t100","BRINGUP","zThemis","zHE","CPC0","mdc1","30.87","31.87","31.06","40.93","30.62"
"2019-11-25 16:02:04 EST","t100","BRINGUP","zThemis","zHE","CPC0","mdc2","29.62","30.43","29.81","40.87","29.43"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC0","mdc1","29.62","30.18","30.93","35.06","31.00"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC0","mdc2","28.31","29.06","29.68","34.56","29.43"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC1","mdc1","29.62","29.68","30.06","35.75","30.43"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC1","mdc2","28.43","28.56","28.87","35.56","29.00"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC2","mdc1","30.68","30.18","30.87","37.75","29.50"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC2","mdc2","29.56","28.93","29.56","37.56","28.37"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC3","mdc1","26.75","25.93","26.50","39.25","27.31"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC3","mdc2","25.81","24.87","25.18","38.81","25.93"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC4","mdc1","25.06","26.75","26.31","37.43","26.81"
"2019-11-25 16:02:03 EST","t07","EST","zThemis","zHE","CPC4","mdc2","23.93","25.87","25.18","37.31","26.06"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC0","mdc1","25.12","25.62","25.87","30.43","26.50"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC0","mdc2","24.50","25.06","25.25","29.93","25.31"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC1","mdc1","26.68","25.81","26.06","35.31","25.75"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC1","mdc2","25.56","24.87","25.37","35.18","25.00"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC2","mdc1","19.25","19.56","19.37","18.18","19.56"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC2","mdc2","19.50","19.56","19.43","18.00","19.50"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC3","mdc1","29.93","29.56","29.12","37.68","29.06"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC3","mdc2","28.68","28.56","28.06","37.62","28.06"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC4","mdc1","29.18","28.93","29.06","36.87","28.93"
"2019-11-25 16:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC4","mdc2","28.50","28.18","28.18","36.87","28.18"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC0","mdc1","26.75","26.62","27.06","27.62","27.18"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC0","mdc2","25.81","25.75","26.25","27.12","26.06"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC1","mdc1","27.00","27.31","27.12","26.93","28.31"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC1","mdc2","26.37","26.68","26.50","27.18","27.68"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC2","mdc1","27.12","26.06","27.37","27.56","26.68"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC2","mdc2","26.31","25.25","26.50","27.37","25.81"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC3","mdc1","28.00","28.12","27.56","27.12","27.68"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC3","mdc2","27.25","27.43","26.93","27.12","27.12"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC4","mdc1","27.56","27.93","27.81","27.00","28.25"
"2019-11-25 16:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC4","mdc2","27.00","27.25","27.00","27.06","27.50"
"2019-11-25 16:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC0","mdc1","33.43","33.75","33.56","38.50","35.00"
"2019-11-25 16:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC0","mdc2","32.43","32.87","32.68","38.50","33.81"
"2019-11-25 16:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC1","mdc1","34.68","34.56","34.18","37.43","33.62"
"2019-11-25 16:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC1","mdc2","33.56","33.31","32.87","37.43","32.68"
"2019-11-25 16:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC2","mdc1","32.87","34.12","33.81","36.81","34.31"
"2019-11-25 16:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC2","mdc2","31.87","32.81","32.81","37.00","33.43"
"2019-11-25 16:02:03 EST","t10","BRINGUP","zThemis","zHE","CPC0","mdc1","41.56","41.25","41.25","41.25","41.62"
"2019-11-25 16:02:03 EST","t10","BRINGUP","zThemis","zHE","CPC0","mdc2","41.50","41.18","41.12","41.12","41.37"
"2019-11-25 16:02:03 EST","t10","BRINGUP","zThemis","zHE","CPC1","mdc1","41.37","41.25","41.18","41.12","41.37"
"2019-11-25 16:02:03 EST","t10","BRINGUP","zThemis","zHE","CPC1","mdc2","41.56","41.43","41.31","41.18","41.37"
"2019-11-25 16:02:03 EST","t10","BRINGUP","zThemis","zHE","CPC2","mdc1","41.43","41.56","41.37","41.00","41.50"
"2019-11-25 16:02:03 EST","t10","BRINGUP","zThemis","zHE","CPC2","mdc2","41.25","41.37","41.18","40.87","41.50"
"2019-11-25 15:06:36 EST","m216m","BRINGUP","zMidas","zMR","CPC","mdc1","32.18","33.50","35.75","37.31","31.56"
"2019-11-25 15:06:36 EST","m216m","BRINGUP","zMidas","zMR","CPC","mdc2","33.00","33.87","36.37","36.68","32.75"
"2019-11-25 15:05:51 EST","Tbuv2","BRINGUP","zThemis","zHE","CPC0","mdc1","67.43","65.56","64.68","49.62","60.50"
"2019-11-25 15:05:51 EST","Tbuv2","BRINGUP","zThemis","zHE","CPC0","mdc2","65.93","64.12","63.68","49.68","59.31"
"2019-11-25 15:05:51 EST","c58mr","EST","zMidas","zMR","CPC","mdc1","25.56","25.12","25.18","25.00","25.06"
"2019-11-25 15:05:51 EST","c58mr","EST","zMidas","zMR","CPC","mdc2","25.50","25.12","25.12","25.12","25.12"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC0","mdc1","30.75","32.00","32.00","45.37","32.37"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC0","mdc2","29.50","30.50","30.50","45.68","31.00"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC1","mdc1","30.93","30.93","31.68","44.31","31.75"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC1","mdc2","29.68","29.93","30.31","44.25","30.25"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC2","mdc1","32.25","33.43","31.87","53.31","32.18"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC2","mdc2","30.75","32.18","30.37","53.06","30.68"
"2019-11-25 15:05:16 EST","t91","BRINGUP","zThemis","zHE","CPC3","mdc1","36.62","31.56","31.43","47.06","29.56"
