"Record Date","System Name","Organization","Product","Model","Drawer","FRU","A(N1CP2)","B(N0CP1)","C(N0CP2)","D(N0SC)","E(N1CP1)"
"2019-11-25 19:06:46 EST","m216m","BRINGUP","zMidas","zMR","CPC","mdc1","31.93","33.31","35.18","36.93","31.31"
"2019-11-25 19:06:46 EST","m216m","BRINGUP","zMidas","zMR","CPC","mdc2","32.87","33.62","35.81","36.50","32.43"
"2019-11-25 19:05:44 EST","Tbuv2","BRINGUP","zThemis","zHE","CPC0","mdc1","66.62","64.81","63.93","49.00","60.06"
"2019-11-25 19:05:44 EST","Tbuv2","BRINGUP","zThemis","zHE","CPC0","mdc2","65.31","63.37","63.06","48.93","58.75"
"2019-11-25 19:05:44 EST","c58mr","EST","zMidas","zMR","CPC","mdc1","25.06","25.06","24.93","24.87","24.81"
"2019-11-25 19:05:44 EST","c58mr","EST","zMidas","zMR","CPC","mdc2","25.18","24.93","24.87","24.87","24.75"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC0","mdc1","30.50","31.81","31.00","45.37","31.87"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC0","mdc2","29.37","30.43","29.43","45.56","30.56"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC1","mdc1","30.81","30.62","31.31","44.00","31.31"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC1","mdc2","29.50","29.62","29.93","43.93","29.87"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC2","mdc1","31.87","32.75","32.25","53.06","31.81"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC2","mdc2","30.50","31.25","31.00","52.75","30.43"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC3","mdc1","36.62","30.87","31.43","46.50","29.25"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC3","mdc2","29.75","29.62","30.25","46.18","28.37"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC4","mdc1","32.31","29.62","30.50","43.87","31.81"
"2019-11-25 19:05:02 EST","t91","BRINGUP","zThemis","zHE","CPC4","mdc2","30.93","28.50","29.43","43.56","30.56"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC0","mdc1","31.00","29.50","29.87","39.87","28.87"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC0","mdc2","29.93","28.43","28.50","39.81","27.62"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC1","mdc1","29.56","29.87","29.18","42.31","29.06"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC1","mdc2","28.12","28.43","27.81","42.37","28.06"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC2","mdc1","29.43","29.00","28.93","43.50","30.18"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC2","mdc2","28.43","28.00","27.68","43.62","29.06"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC3","mdc1","30.62","30.37","30.18","40.81","29.75"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC3","mdc2","29.43","29.06","28.93","40.50","28.56"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC4","mdc1","31.18","30.18","30.31","41.93","31.87"
"2019-11-25 19:04:55 EST","t89","SOFTWARE","zThemis","zHE","CPC4","mdc2","30.06","28.75","28.81","41.62","30.68"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC0","mdc1","33.75","33.75","33.62","40.50","33.68"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC0","mdc2","32.56","32.68","32.50","40.56","32.75"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC1","mdc1","33.12","34.06","33.68","39.25","33.43"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC1","mdc2","31.87","32.68","32.50","38.68","32.18"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC2","mdc1","33.87","33.75","33.68","43.75","33.75"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC2","mdc2","32.93","32.68","32.50","43.56","32.31"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC3","mdc1","31.68","33.31","31.68","37.12","32.00"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC3","mdc2","30.56","31.75","30.56","37.25","31.12"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC4","mdc1","33.00","33.43","32.18","36.93","33.00"
"2019-11-25 19:04:45 EST","t86","BRINGUP","zThemis","zHE","CPC4","mdc2","31.50","31.87","30.93","36.87","31.81"
"2019-11-25 19:04:42 EST","t85","BRINGUP","zThemis","zHE","CPC0","mdc1","33.25","33.12","32.87","43.00","33.43"
"2019-11-25 19:04:42 EST","t85","BRINGUP","zThemis","zHE","CPC0","mdc2","31.93","31.68","31.75","42.81","32.25"
"2019-11-25 19:04:42 EST","t85","BRINGUP","zThemis","zHE","CPC1","mdc1","33.37","32.87","32.12","38.93","33.12"
"2019-11-25 19:04:42 EST","t85","BRINGUP","zThemis","zHE","CPC1","mdc2","32.12","31.68","30.87","38.93","31.93"
"2019-11-25 19:04:42 EST","t85","BRINGUP","zThemis","zHE","CPC2","mdc1","32.81","33.81","32.37","39.12","34.81"
"2019-11-25 19:04:42 EST","t85","BRINGUP","zThemis","zHE","CPC2","mdc2","31.56","32.62","31.12","38.87","33.50"
"2019-11-25 19:04:42 EST","t84","BRINGUP","zThemis","zHE","CPC0","mdc1","31.06","31.62","32.00","38.37","32.37"
"2019-11-25 19:04:42 EST","t84","BRINGUP","zThemis","zHE","CPC0","mdc2","29.93","30.43","30.68","38.00","31.18"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC0","mdc1","33.18","33.00","32.56","41.31","33.37"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC0","mdc2","31.93","31.75","31.37","41.25","32.06"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC1","mdc1","34.18","33.25","33.56","42.93","34.12"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC1","mdc2","32.81","31.87","32.00","42.87","32.75"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC2","mdc1","34.75","33.68","33.25","49.75","33.50"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC2","mdc2","33.37","32.62","32.12","49.68","32.31"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC3","mdc1","33.68","33.81","34.06","42.62","34.00"
"2019-11-25 19:04:31 EST","t73","BRINGUP","zThemis","zHE","CPC3","mdc2","32.56","32.56","32.87","42.37","32.43"
"2019-11-25 19:04:21 EST","t72","EST","zThemis","zHE","CPC0","mdc1","36.31","37.50","37.25","42.50","37.50"
"2019-11-25 19:04:21 EST","t72","EST","zThemis","zHE","CPC0","mdc2","35.31","36.12","35.87","42.37","36.43"
"2019-11-25 19:04:21 EST","t72","EST","zThemis","zHE","CPC1","mdc1","36.75","36.31","37.31","43.56","37.00"
"2019-11-25 19:04:21 EST","t72","EST","zThemis","zHE","CPC1","mdc2","35.68","35.12","36.00","43.31","35.81"
"2019-11-25 19:04:21 EST","t68","BRINGUP","zThemis","zHE","CPC0","mdc1","29.75","29.56","28.68","36.56","28.93"
"2019-11-25 19:04:21 EST","t68","BRINGUP","zThemis","zHE","CPC0","mdc2","28.37","28.18","27.25","36.18","27.81"
"2019-11-25 19:04:21 EST","t68","BRINGUP","zThemis","zHE","CPC1","mdc1","28.50","28.75","29.62","36.62","30.37"
"2019-11-25 19:04:21 EST","t68","BRINGUP","zThemis","zHE","CPC1","mdc2","27.62","27.62","28.37","36.43","29.06"
"2019-11-25 19:04:07 EST","t60","BRINGUP","zThemis","zHE","CPC0","mdc1","21.00","21.06","21.12","20.87","21.43"
"2019-11-25 19:04:07 EST","t60","BRINGUP","zThemis","zHE","CPC0","mdc2","21.12","21.25","21.18","20.81","21.12"
"2019-11-25 19:04:07 EST","t60","BRINGUP","zThemis","zHE","CPC1","mdc1","21.56","21.50","21.50","20.93","21.43"
"2019-11-25 19:04:07 EST","t60","BRINGUP","zThemis","zHE","CPC1","mdc2","21.31","21.43","21.37","21.06","21.50"
"2019-11-25 19:04:07 EST","t60","BRINGUP","zThemis","zHE","CPC2","mdc1","21.93","21.75","21.75","21.75","21.75"
"2019-11-25 19:04:07 EST","t60","BRINGUP","zThemis","zHE","CPC2","mdc2","21.87","21.62","21.62","21.62","21.87"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC0","mdc1","34.62","34.31","34.93","39.56","34.37"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC0","mdc2","33.25","33.25","33.43","39.37","32.93"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC1","mdc1","35.50","33.43","33.62","41.12","33.81"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC1","mdc2","33.81","32.06","32.12","40.93","32.62"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC2","mdc1","33.43","35.43","33.50","40.00","33.31"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC2","mdc2","32.50","33.93","32.18","40.31","32.50"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC3","mdc1","28.25","28.68","29.31","35.75","28.18"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC3","mdc2","27.12","27.81","28.18","35.81","27.18"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC4","mdc1","29.81","28.81","29.56","37.12","31.62"
"2019-11-25 19:03:57 EST","t57","EST","zThemis","zHE","CPC4","mdc2","29.06","27.62","28.12","37.31","30.75"
"2019-11-25 19:03:57 EST","t58","BRINGUP","zThemis","zHE","CPC0","mdc1","51.18","50.37","50.37","40.12","49.93"
"2019-11-25 19:03:57 EST","t58","BRINGUP","zThemis","zHE","CPC0","mdc2","50.18","49.25","49.25","40.06","48.81"
"2019-11-25 19:03:57 EST","t58","BRINGUP","zThemis","zHE","CPC1","mdc1","49.43","50.25","50.68","39.12","49.93"
"2019-11-25 19:03:57 EST","t58","BRINGUP","zThemis","zHE","CPC1","mdc2","48.50","49.31","49.50","39.12","48.75"
"2019-11-25 19:03:57 EST","t58","BRINGUP","zThemis","zHE","CPC2","mdc1","51.75","52.25","51.56","40.50","50.18"
"2019-11-25 19:03:57 EST","t58","BRINGUP","zThemis","zHE","CPC2","mdc2","50.18","50.87","50.06","40.12","48.68"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC0","mdc1","32.37","31.75","31.12","36.12","30.37"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC0","mdc2","31.00","30.50","29.68","35.87","29.18"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC1","mdc1","30.62","31.06","30.56","35.43","31.50"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC1","mdc2","29.62","30.12","29.43","35.18","30.06"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC2","mdc1","31.37","31.18","31.43","41.12","30.68"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC2","mdc2","30.12","30.00","30.31","41.00","29.18"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC3","mdc1","27.31","27.87","28.18","39.56","28.25"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC3","mdc2","25.93","26.50","26.93","39.37","26.93"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC4","mdc1","28.93","29.43","29.50","45.43","29.62"
"2019-11-25 19:03:43 EST","t53","EST","zThemis","zHE","CPC4","mdc2","27.81","28.31","28.37","45.31","28.62"
"2019-11-25 19:03:39 EST","t51","BRINGUP","zThemis","zHE","CPC0","mdc1","29.93","29.62","30.25","36.50","29.43"
"2019-11-25 19:03:39 EST","t51","BRINGUP","zThemis","zHE","CPC0","mdc2","28.68","28.50","28.93","36.18","28.18"
"2019-11-25 19:03:19 EST","t41","BRINGUP","zThemis","zHE","CPC0","mdc1","35.00","34.12","35.75","39.43","35.56"
"2019-11-25 19:03:19 EST","t41","BRINGUP","zThemis","zHE","CPC0","mdc2","34.00","33.25","34.62","39.31","34.37"
"2019-11-25 19:03:19 EST","t41","BRINGUP","zThemis","zHE","CPC1","mdc1","35.31","36.68","37.00","40.18","35.87"
"2019-11-25 19:03:19 EST","t41","BRINGUP","zThemis","zHE","CPC1","mdc2","34.50","35.81","36.00","40.12","34.62"
"2019-11-25 19:03:12 EST","t35","BRINGUP","zThemis","zHE","CPC0","mdc1","38.31","38.68","36.62","46.87","38.12"
"2019-11-25 19:03:12 EST","t35","BRINGUP","zThemis","zHE","CPC0","mdc2","37.25","37.25","35.50","46.75","36.75"
"2019-11-25 19:03:12 EST","t35","BRINGUP","zThemis","zHE","CPC1","mdc1","37.62","37.62","36.12","48.25","38.37"
"2019-11-25 19:03:12 EST","t35","BRINGUP","zThemis","zHE","CPC1","mdc2","36.81","36.75","35.25","47.87","36.81"
"2019-11-25 19:03:12 EST","t35","BRINGUP","zThemis","zHE","CPC2","mdc1","39.68","39.56","38.00","45.87","37.62"
"2019-11-25 19:03:12 EST","t35","BRINGUP","zThemis","zHE","CPC2","mdc2","38.37","38.06","36.87","45.75","36.25"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC0","mdc1","32.31","33.00","33.75","37.31","32.12"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC0","mdc2","31.00","31.81","32.62","37.06","30.93"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC1","mdc1","32.37","34.43","33.43","39.31","32.43"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC1","mdc2","30.93","33.18","32.25","39.12","31.18"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC2","mdc1","32.68","34.12","33.93","42.12","31.93"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC2","mdc2","31.50","33.06","32.62","42.31","30.75"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC3","mdc1","33.68","33.62","33.81","42.37","35.31"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC3","mdc2","32.87","33.12","32.87","42.87","34.50"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC4","mdc1","34.12","34.06","33.12","41.87","33.87"
"2019-11-25 19:03:05 EST","t33","BRINGUP","zThemis","zHE","CPC4","mdc2","32.37","32.87","31.81","41.87","32.56"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC0","mdc1","34.93","35.87","35.31","43.31","34.75"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC0","mdc2","33.87","35.00","34.18","43.06","33.43"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC1","mdc1","35.75","36.31","36.00","47.56","37.62"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC1","mdc2","34.50","35.18","34.81","47.43","36.12"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC2","mdc1","36.81","35.37","35.56","48.25","37.87"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC2","mdc2","35.43","34.00","34.25","47.81","36.12"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC3","mdc1","25.50","25.68","24.68","42.06","25.06"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC3","mdc2","24.06","24.62","23.68","41.81","23.93"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC4","mdc1","26.00","24.31","24.06","44.31","24.93"
"2019-11-25 19:03:01 EST","t31w","BRINGUP","zThemis","zHE","CPC4","mdc2","24.75","23.43","23.12","44.43","23.68"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC0","mdc1","36.43","35.43","37.75","47.75","36.68"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC0","mdc2","34.87","34.25","36.12","47.56","35.25"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC1","mdc1","35.31","36.06","35.68","47.12","35.87"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC1","mdc2","34.31","34.68","34.43","46.93","34.56"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC2","mdc1","35.25","35.75","35.68","48.50","36.25"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC2","mdc2","34.12","34.62","34.43","48.25","35.00"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC3","mdc1","37.06","35.50","35.62","49.62","35.93"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC3","mdc2","35.75","34.37","34.62","49.56","34.68"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC4","mdc1","36.31","37.81","36.93","50.18","36.00"
"2019-11-25 19:02:58 EST","t309","BRINGUP","zThemis","zHE","CPC4","mdc2","35.25","36.50","35.75","50.62","35.43"
"2019-11-25 19:02:48 EST","t24","EST","zThemis","zHE","CPC0","mdc1","25.43","25.00","24.18","41.31","23.56"
"2019-11-25 19:02:48 EST","t24","EST","zThemis","zHE","CPC0","mdc2","24.06","23.62","23.25","41.37","22.68"
"2019-11-25 19:02:48 EST","t24","EST","zThemis","zHE","CPC1","mdc1","25.18","23.18","25.18","46.06","26.31"
"2019-11-25 19:02:48 EST","t24","EST","zThemis","zHE","CPC1","mdc2","24.00","22.31","23.75","46.12","24.93"
"2019-11-25 19:02:48 EST","t24","EST","zThemis","zHE","CPC2","mdc1","24.12","24.43","25.12","45.75","24.81"
"2019-11-25 19:02:48 EST","t24","EST","zThemis","zHE","CPC2","mdc2","22.87","23.00","23.68","45.81","23.62"
"2019-11-25 19:02:37 EST","T225","BRINGUP","zThemis","zHE","CPC0","mdc1","42.56","40.56","41.93","39.75","38.81"
"2019-11-25 19:02:37 EST","T225","BRINGUP","zThemis","zHE","CPC0","mdc2","41.81","39.87","41.18","39.75","38.31"
"2019-11-25 19:02:37 EST","T225","BRINGUP","zThemis","zHE","CPC1","mdc1","43.18","42.43","40.93","39.75","42.31"
"2019-11-25 19:02:37 EST","T225","BRINGUP","zThemis","zHE","CPC1","mdc2","42.75","41.87","40.37","39.56","41.56"
"2019-11-25 19:02:27 EST","t208","BRINGUP","zThemis","zHE","CPC0","mdc1","25.00","23.06","21.06","23.56","23.56"
"2019-11-25 19:02:27 EST","t208","BRINGUP","zThemis","zHE","CPC0","mdc2","24.50","22.56","20.68","23.62","23.06"
"2019-11-25 19:02:27 EST","t208","BRINGUP","zThemis","zHE","CPC1","mdc1","22.06","24.50","24.93","22.75","28.18"
"2019-11-25 19:02:27 EST","t208","BRINGUP","zThemis","zHE","CPC1","mdc2","21.81","23.93","24.50","22.56","27.31"
"2019-11-25 19:02:20 EST","t16","BRINGUP","zThemis","zHE","CPC0","mdc1","28.87","28.56","28.43","36.31","31.75"
"2019-11-25 19:02:20 EST","t16","BRINGUP","zThemis","zHE","CPC0","mdc2","27.81","27.50","27.31","36.06","30.06"
"2019-11-25 19:02:20 EST","t16","BRINGUP","zThemis","zHE","CPC1","mdc1","29.06","29.00","30.37","37.93","31.25"
"2019-11-25 19:02:20 EST","t16","BRINGUP","zThemis","zHE","CPC1","mdc2","27.75","28.00","29.06","37.75","29.62"
"2019-11-25 19:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC0","mdc1","35.12","33.87","33.50","39.37","34.68"
"2019-11-25 19:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC0","mdc2","33.75","32.56","32.43","39.37","33.37"
"2019-11-25 19:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC1","mdc1","36.31","33.25","33.25","38.75","33.31"
"2019-11-25 19:02:04 EST","t14","BRINGUP","zThemis","zHE","CPC1","mdc2","35.18","31.87","32.06","38.62","32.06"
"2019-11-25 19:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC0","mdc1","59.56","60.18","58.62","60.12","58.37"
"2019-11-25 19:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC0","mdc2","57.75","58.68","57.12","60.06","56.56"
"2019-11-25 19:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC1","mdc1","57.50","57.56","58.87","60.18","57.43"
"2019-11-25 19:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC1","mdc2","56.06","55.81","57.06","60.00","56.18"
"2019-11-25 19:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC2","mdc1","59.37","59.06","58.62","61.37","59.06"
"2019-11-25 19:02:04 EST","t11","BRINGUP","zThemis","zHE","CPC2","mdc2","57.87","57.43","57.25","61.18","57.37"
"2019-11-25 19:02:04 EST","t10","BRINGUP","zThemis","zHE","CPC0","mdc1","54.31","51.43","51.37","55.56","54.81"
"2019-11-25 19:02:04 EST","t10","BRINGUP","zThemis","zHE","CPC0","mdc2","52.68","50.37","50.37","55.18","53.12"
"2019-11-25 19:02:04 EST","t10","BRINGUP","zThemis","zHE","CPC1","mdc1","52.31","51.50","51.62","56.18","52.68"
"2019-11-25 19:02:04 EST","t10","BRINGUP","zThemis","zHE","CPC1","mdc2","51.06","50.50","50.81","55.93","51.31"
"2019-11-25 19:02:04 EST","t10","BRINGUP","zThemis","zHE","CPC2","mdc1","51.87","52.00","52.81","53.25","51.68"
"2019-11-25 19:02:04 EST","t10","BRINGUP","zThemis","zHE","CPC2","mdc2","50.62","51.00","51.37","53.18","50.50"
"2019-11-25 19:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC0","mdc1","31.56","31.68","32.50","38.50","32.62"
"2019-11-25 19:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC0","mdc2","30.25","30.62","31.25","38.31","31.25"
"2019-11-25 19:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC1","mdc1","31.06","31.37","31.31","37.50","31.81"
"2019-11-25 19:02:04 EST","T02","BRINGUP","zThemis","zHE","CPC1","mdc2","29.75","30.12","29.93","37.43","30.62"
"2019-11-25 19:02:04 EST","t100","BRINGUP","zThemis","zHE","CPC0","mdc1","30.18","31.25","30.50","40.75","30.06"
"2019-11-25 19:02:04 EST","t100","BRINGUP","zThemis","zHE","CPC0","mdc2","28.93","29.93","29.18","40.50","28.87"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC0","mdc1","27.56","28.18","28.81","33.75","29.62"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC0","mdc2","26.37","27.06","27.43","33.37","28.06"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC1","mdc1","27.62","27.75","28.12","34.56","28.37"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC1","mdc2","26.56","26.56","26.81","34.56","27.12"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC2","mdc1","28.37","28.25","29.00","36.12","27.62"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC2","mdc2","27.12","26.87","27.43","36.12","26.50"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC3","mdc1","25.56","24.81","25.18","38.12","26.56"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC3","mdc2","24.43","23.68","24.12","37.93","25.18"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC4","mdc1","24.43","26.18","25.12","37.12","26.25"
"2019-11-25 19:02:03 EST","t07","EST","zThemis","zHE","CPC4","mdc2","23.25","25.12","23.93","37.06","25.62"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC0","mdc1","27.93","28.87","28.93","33.18","29.68"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC0","mdc2","27.12","27.87","27.87","32.93","28.31"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC1","mdc1","29.93","29.06","29.56","38.68","28.81"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC1","mdc2","28.62","28.06","28.62","38.62","27.68"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC2","mdc1","29.43","29.37","29.37","39.81","29.75"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC2","mdc2","28.31","28.12","28.12","39.31","28.62"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC3","mdc1","30.50","30.00","29.43","38.87","29.31"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC3","mdc2","29.12","28.50","28.12","38.62","28.00"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC4","mdc1","29.31","29.06","29.12","38.93","29.12"
"2019-11-25 19:02:03 EST","T03","BRINGUP","zThemis","zHE","CPC4","mdc2","28.43","27.93","27.93","38.87","28.00"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC0","mdc1","28.00","27.87","28.50","37.37","28.12"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC0","mdc2","26.81","26.75","27.18","37.00","26.81"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC1","mdc1","28.12","28.56","28.56","36.56","29.18"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC1","mdc2","27.12","27.62","27.56","36.87","28.18"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC2","mdc1","28.43","27.18","28.75","37.00","27.75"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC2","mdc2","27.25","26.12","27.56","36.62","26.62"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC3","mdc1","29.31","29.50","28.87","36.75","28.93"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC3","mdc2","28.06","28.50","27.81","36.75","28.00"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC4","mdc1","28.87","29.37","29.18","36.68","29.62"
"2019-11-25 19:02:03 EST","t04","BRINGUP","zThemis","zHE","CPC4","mdc2","27.87","28.31","28.18","36.56","28.50"
"2019-11-25 19:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC0","mdc1","33.06","33.37","33.12","38.25","34.62"
"2019-11-25 19:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC0","mdc2","32.12","32.43","32.31","38.00","33.37"
"2019-11-25 19:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC1","mdc1","34.43","34.06","33.75","37.00","33.18"
"2019-11-25 19:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC1","mdc2","33.18","32.81","32.50","37.06","32.43"
"2019-11-25 19:02:03 EST","t09","BRINGUP","zThemis","zHE","CPC2","mdc1","32.37","33.56","33.31","36.37","33.75"
